date,province,num_def,new_cases,num_hosp,num_uci
2021-05-01,Albacete,0,0,3,0
2021-05-01,Alicante/Alacant,0,82,1,0
2021-05-01,Almería,2,0,7,2
2021-05-01,Araba/Álava,0,75,6,0
2021-05-01,Asturias,0,79,10,1
2021-05-01,Badajoz,1,39,3,1
2021-05-01,"Balears, Illes",0,0,5,2
2021-05-01,Barcelona,3,0,34,7
2021-05-01,Bizkaia,5,298,30,2
2021-05-01,Burgos,0,67,7,0
2021-05-01,Cantabria,0,0,13,3
2021-05-01,Castellón/Castelló,1,31,1,0
2021-05-01,Ceuta,0,0,0,0
2021-05-01,Ciudad Real,1,0,2,0
2021-05-01,"Coruña, A",0,0,4,2
2021-05-01,Cuenca,0,0,1,0
2021-05-01,Cáceres,0,25,0,0
2021-05-01,Cádiz,2,0,11,3
2021-05-01,Córdoba,0,0,7,0
2021-05-01,Gipuzkoa,3,208,0,0
2021-05-01,Girona,1,0,1,0
2021-05-01,Granada,0,0,23,4
2021-05-01,Guadalajara,0,0,0,0
2021-05-01,Huelva,1,0,7,0
2021-05-01,Huesca,1,22,5,2
2021-05-01,Jaén,1,0,6,1
2021-05-01,León,1,62,3,0
2021-05-01,Lleida,0,0,0,0
2021-05-01,Lugo,0,0,0,0
2021-05-01,Madrid,8,0,115,14
2021-05-01,Melilla,0,0,1,0
2021-05-01,Murcia,0,28,8,1
2021-05-01,Málaga,1,0,14,3
2021-05-01,Navarra,3,0,7,0
2021-05-01,Ourense,0,0,1,2
2021-05-01,Palencia,1,24,1,0
2021-05-01,"Palmas, Las",0,48,4,0
2021-05-01,Pontevedra,0,0,6,0
2021-05-01,"Rioja, La",0,0,3,0
2021-05-01,Salamanca,1,42,2,0
2021-05-01,Santa Cruz de Tenerife,0,80,12,2
2021-05-01,Segovia,1,35,4,0
2021-05-01,Sevilla,2,0,18,3
2021-05-01,Soria,2,9,1,0
2021-05-01,Tarragona,1,0,1,0
2021-05-01,Teruel,0,-2,1,0
2021-05-01,Toledo,4,0,3,0
2021-05-01,Valencia/València,0,66,4,1
2021-05-01,Valladolid,0,57,4,1
2021-05-01,Zamora,0,18,5,1
2021-05-01,Zaragoza,3,180,13,0
2021-05-01,Ávila,0,19,2,0
2021-05-02,Albacete,0,0,2,2
2021-05-02,Alicante/Alacant,0,25,1,0
2021-05-02,Almería,1,0,8,1
2021-05-02,Araba/Álava,0,38,2,0
2021-05-02,Asturias,0,41,7,1
2021-05-02,Badajoz,0,19,1,1
2021-05-02,"Balears, Illes",0,0,3,0
2021-05-02,Barcelona,2,0,39,1
2021-05-02,Bizkaia,1,268,17,4
2021-05-02,Burgos,2,49,2,1
2021-05-02,Cantabria,0,0,10,2
2021-05-02,Castellón/Castelló,0,24,2,1
2021-05-02,Ceuta,0,2,1,1
2021-05-02,Ciudad Real,0,0,1,1
2021-05-02,"Coruña, A",0,0,7,3
2021-05-02,Cuenca,1,0,3,0
2021-05-02,Cáceres,0,20,1,0
2021-05-02,Cádiz,2,0,6,1
2021-05-02,Córdoba,2,0,9,3
2021-05-02,Gipuzkoa,1,191,0,0
2021-05-02,Girona,3,0,2,0
2021-05-02,Granada,2,0,29,3
2021-05-02,Guadalajara,0,0,0,0
2021-05-02,Huelva,0,0,6,1
2021-05-02,Huesca,0,8,1,1
2021-05-02,Jaén,0,0,5,2
2021-05-02,León,0,13,4,1
2021-05-02,Lleida,0,0,0,0
2021-05-02,Lugo,0,0,1,0
2021-05-02,Madrid,12,0,110,16
2021-05-02,Melilla,0,0,2,0
2021-05-02,Murcia,0,13,4,1
2021-05-02,Málaga,1,0,6,2
2021-05-02,Navarra,3,0,8,1
2021-05-02,Ourense,0,0,1,0
2021-05-02,Palencia,0,17,4,1
2021-05-02,"Palmas, Las",0,57,4,1
2021-05-02,Pontevedra,1,0,6,0
2021-05-02,"Rioja, La",0,0,6,3
2021-05-02,Salamanca,0,20,3,2
2021-05-02,Santa Cruz de Tenerife,0,64,1,0
2021-05-02,Segovia,0,19,4,0
2021-05-02,Sevilla,4,0,19,4
2021-05-02,Soria,0,4,0,0
2021-05-02,Tarragona,0,0,0,0
2021-05-02,Teruel,0,1,0,0
2021-05-02,Toledo,1,0,6,1
2021-05-02,Valencia/València,1,65,5,0
2021-05-02,Valladolid,1,30,5,2
2021-05-02,Zamora,0,9,0,0
2021-05-02,Zaragoza,1,149,17,2
2021-05-02,Ávila,0,5,3,2
2021-05-03,Albacete,0,0,1,1
2021-05-03,Alicante/Alacant,1,11,0,0
2021-05-03,Almería,5,0,10,1
2021-05-03,Araba/Álava,0,42,0,0
2021-05-03,Asturias,2,71,11,1
2021-05-03,Badajoz,0,39,3,0
2021-05-03,"Balears, Illes",0,0,4,1
2021-05-03,Barcelona,4,0,44,5
2021-05-03,Bizkaia,5,340,32,3
2021-05-03,Burgos,1,36,10,1
2021-05-03,Cantabria,0,0,18,4
2021-05-03,Castellón/Castelló,0,9,3,1
2021-05-03,Ceuta,3,2,2,2
2021-05-03,Ciudad Real,0,0,4,1
2021-05-03,"Coruña, A",1,0,6,0
2021-05-03,Cuenca,0,0,1,0
2021-05-03,Cáceres,0,29,3,1
2021-05-03,Cádiz,2,0,4,2
2021-05-03,Córdoba,1,0,14,2
2021-05-03,Gipuzkoa,3,341,0,0
2021-05-03,Girona,2,0,5,1
2021-05-03,Granada,2,0,30,5
2021-05-03,Guadalajara,1,0,0,0
2021-05-03,Huelva,2,0,10,0
2021-05-03,Huesca,0,21,0,1
2021-05-03,Jaén,1,0,9,0
2021-05-03,León,1,22,6,1
2021-05-03,Lleida,0,0,1,0
2021-05-03,Lugo,0,0,1,0
2021-05-03,Madrid,15,0,116,18
2021-05-03,Melilla,1,0,0,0
2021-05-03,Murcia,1,109,4,3
2021-05-03,Málaga,0,0,6,0
2021-05-03,Navarra,2,0,7,0
2021-05-03,Ourense,0,0,4,1
2021-05-03,Palencia,0,12,2,0
2021-05-03,"Palmas, Las",0,59,3,2
2021-05-03,Pontevedra,0,0,13,4
2021-05-03,"Rioja, La",0,0,2,0
2021-05-03,Salamanca,0,18,2,1
2021-05-03,Santa Cruz de Tenerife,0,68,11,1
2021-05-03,Segovia,0,14,3,1
2021-05-03,Sevilla,2,0,23,3
2021-05-03,Soria,0,13,1,0
2021-05-03,Tarragona,1,0,3,0
2021-05-03,Teruel,0,13,0,0
2021-05-03,Toledo,3,0,7,0
2021-05-03,Valencia/València,1,35,4,0
2021-05-03,Valladolid,3,15,8,1
2021-05-03,Zamora,1,3,1,0
2021-05-03,Zaragoza,0,157,19,0
2021-05-03,Ávila,0,17,2,0
2021-05-04,Albacete,1,0,2,1
2021-05-04,Alicante/Alacant,0,39,3,0
2021-05-04,Almería,2,0,9,1
2021-05-04,Araba/Álava,0,61,0,0
2021-05-04,Asturias,0,50,8,3
2021-05-04,Badajoz,1,38,3,0
2021-05-04,"Balears, Illes",0,0,0,1
2021-05-04,Barcelona,10,0,42,2
2021-05-04,Bizkaia,5,366,33,3
2021-05-04,Burgos,1,76,11,2
2021-05-04,Cantabria,1,0,12,2
2021-05-04,Castellón/Castelló,0,30,2,0
2021-05-04,Ceuta,0,2,0,0
2021-05-04,Ciudad Real,0,0,3,0
2021-05-04,"Coruña, A",0,0,8,1
2021-05-04,Cuenca,0,0,0,0
2021-05-04,Cáceres,1,35,2,0
2021-05-04,Cádiz,1,0,7,0
2021-05-04,Córdoba,0,0,8,1
2021-05-04,Gipuzkoa,1,236,0,0
2021-05-04,Girona,0,0,4,0
2021-05-04,Granada,2,0,29,3
2021-05-04,Guadalajara,0,0,0,0
2021-05-04,Huelva,0,0,6,2
2021-05-04,Huesca,0,57,2,0
2021-05-04,Jaén,5,0,7,2
2021-05-04,León,0,65,7,1
2021-05-04,Lleida,0,0,0,0
2021-05-04,Lugo,0,0,0,0
2021-05-04,Madrid,17,0,182,18
2021-05-04,Melilla,2,0,0,0
2021-05-04,Murcia,0,66,9,1
2021-05-04,Málaga,0,0,15,1
2021-05-04,Navarra,1,0,10,0
2021-05-04,Ourense,0,0,1,0
2021-05-04,Palencia,1,15,4,0
2021-05-04,"Palmas, Las",1,73,5,1
2021-05-04,Pontevedra,0,0,10,2
2021-05-04,"Rioja, La",1,0,7,0
2021-05-04,Salamanca,0,28,2,0
2021-05-04,Santa Cruz de Tenerife,2,88,5,2
2021-05-04,Segovia,0,29,3,0
2021-05-04,Sevilla,1,0,25,6
2021-05-04,Soria,1,12,0,0
2021-05-04,Tarragona,1,0,4,0
2021-05-04,Teruel,0,13,2,0
2021-05-04,Toledo,3,0,9,1
2021-05-04,Valencia/València,0,58,3,0
2021-05-04,Valladolid,2,49,6,0
2021-05-04,Zamora,1,8,2,0
2021-05-04,Zaragoza,1,307,30,3
2021-05-04,Ávila,0,15,1,0
2021-05-05,Albacete,0,0,1,0
2021-05-05,Alicante/Alacant,0,44,2,0
2021-05-05,Almería,1,0,6,0
2021-05-05,Araba/Álava,1,66,0,0
2021-05-05,Asturias,0,51,11,1
2021-05-05,Badajoz,0,35,3,0
2021-05-05,"Balears, Illes",0,0,1,1
2021-05-05,Barcelona,10,0,45,6
2021-05-05,Bizkaia,4,358,22,0
2021-05-05,Burgos,0,91,12,0
2021-05-05,Cantabria,0,0,9,2
2021-05-05,Castellón/Castelló,0,17,1,0
2021-05-05,Ceuta,1,1,0,0
2021-05-05,Ciudad Real,0,0,0,0
2021-05-05,"Coruña, A",0,0,6,4
2021-05-05,Cuenca,0,0,1,1
2021-05-05,Cáceres,1,21,1,0
2021-05-05,Cádiz,2,0,4,0
2021-05-05,Córdoba,1,0,8,2
2021-05-05,Gipuzkoa,1,237,0,0
2021-05-05,Girona,2,0,3,0
2021-05-05,Granada,7,0,24,10
2021-05-05,Guadalajara,0,0,0,0
2021-05-05,Huelva,2,0,13,0
2021-05-05,Huesca,0,27,2,0
2021-05-05,Jaén,1,0,16,2
2021-05-05,León,0,69,4,2
2021-05-05,Lleida,0,0,1,0
2021-05-05,Lugo,1,0,0,0
2021-05-05,Madrid,11,0,143,16
2021-05-05,Melilla,1,0,2,0
2021-05-05,Murcia,0,70,8,2
2021-05-05,Málaga,1,0,11,4
2021-05-05,Navarra,0,0,6,0
2021-05-05,Ourense,0,0,2,0
2021-05-05,Palencia,1,11,2,0
2021-05-05,"Palmas, Las",0,55,6,1
2021-05-05,Pontevedra,0,0,7,1
2021-05-05,"Rioja, La",0,0,2,0
2021-05-05,Salamanca,0,38,2,1
2021-05-05,Santa Cruz de Tenerife,0,98,3,1
2021-05-05,Segovia,0,15,2,0
2021-05-05,Sevilla,2,0,29,5
2021-05-05,Soria,0,8,0,0
2021-05-05,Tarragona,1,0,1,0
2021-05-05,Teruel,0,10,1,0
2021-05-05,Toledo,0,0,5,3
2021-05-05,Valencia/València,1,88,6,0
2021-05-05,Valladolid,2,45,13,0
2021-05-05,Zamora,0,19,1,0
2021-05-05,Zaragoza,4,299,25,7
2021-05-05,Ávila,0,17,4,1
2021-05-06,Albacete,0,0,2,0
2021-05-06,Alicante/Alacant,0,61,3,0
2021-05-06,Almería,0,0,6,2
2021-05-06,Araba/Álava,3,70,0,0
2021-05-06,Asturias,0,67,7,0
2021-05-06,Badajoz,0,50,4,0
2021-05-06,"Balears, Illes",0,0,3,0
2021-05-06,Barcelona,4,0,38,5
2021-05-06,Bizkaia,6,321,23,2
2021-05-06,Burgos,0,81,4,1
2021-05-06,Cantabria,0,0,9,0
2021-05-06,Castellón/Castelló,0,26,1,0
2021-05-06,Ceuta,0,1,2,0
2021-05-06,Ciudad Real,0,0,2,0
2021-05-06,"Coruña, A",0,0,11,0
2021-05-06,Cuenca,0,0,0,0
2021-05-06,Cáceres,0,16,2,0
2021-05-06,Cádiz,1,0,8,2
2021-05-06,Córdoba,1,0,4,2
2021-05-06,Gipuzkoa,3,222,0,0
2021-05-06,Girona,3,0,2,0
2021-05-06,Granada,2,0,19,5
2021-05-06,Guadalajara,0,0,0,0
2021-05-06,Huelva,0,0,4,1
2021-05-06,Huesca,1,27,4,0
2021-05-06,Jaén,1,0,14,0
2021-05-06,León,0,64,6,1
2021-05-06,Lleida,0,0,3,0
2021-05-06,Lugo,0,0,1,0
2021-05-06,Madrid,12,0,152,16
2021-05-06,Melilla,1,0,2,0
2021-05-06,Murcia,0,67,6,2
2021-05-06,Málaga,0,0,7,1
2021-05-06,Navarra,1,0,14,2
2021-05-06,Ourense,0,0,2,0
2021-05-06,Palencia,0,27,5,0
2021-05-06,"Palmas, Las",1,63,6,0
2021-05-06,Pontevedra,0,0,9,1
2021-05-06,"Rioja, La",1,0,9,2
2021-05-06,Salamanca,0,25,5,0
2021-05-06,Santa Cruz de Tenerife,1,63,4,0
2021-05-06,Segovia,0,29,5,1
2021-05-06,Sevilla,0,0,30,2
2021-05-06,Soria,0,5,1,0
2021-05-06,Tarragona,1,0,1,0
2021-05-06,Teruel,0,10,1,0
2021-05-06,Toledo,1,0,7,1
2021-05-06,Valencia/València,2,81,4,1
2021-05-06,Valladolid,0,49,4,0
2021-05-06,Zamora,0,11,1,1
2021-05-06,Zaragoza,3,223,21,3
2021-05-06,Ávila,0,10,0,0
2021-05-07,Albacete,0,0,1,0
2021-05-07,Alicante/Alacant,2,68,3,0
2021-05-07,Almería,0,0,4,2
2021-05-07,Araba/Álava,1,43,0,0
2021-05-07,Asturias,2,57,7,2
2021-05-07,Badajoz,0,31,5,1
2021-05-07,"Balears, Illes",0,0,4,0
2021-05-07,Barcelona,2,0,38,5
2021-05-07,Bizkaia,4,299,23,3
2021-05-07,Burgos,1,118,7,2
2021-05-07,Cantabria,2,0,21,3
2021-05-07,Castellón/Castelló,0,26,1,0
2021-05-07,Ceuta,0,0,0,0
2021-05-07,Ciudad Real,0,0,1,0
2021-05-07,"Coruña, A",1,0,6,1
2021-05-07,Cuenca,0,0,0,0
2021-05-07,Cáceres,0,31,1,1
2021-05-07,Cádiz,3,0,5,1
2021-05-07,Córdoba,0,0,7,2
2021-05-07,Gipuzkoa,2,238,0,0
2021-05-07,Girona,1,0,2,0
2021-05-07,Granada,5,0,24,5
2021-05-07,Guadalajara,1,0,0,0
2021-05-07,Huelva,0,0,2,0
2021-05-07,Huesca,0,23,1,0
2021-05-07,Jaén,1,0,8,1
2021-05-07,León,0,71,5,1
2021-05-07,Lleida,0,0,3,0
2021-05-07,Lugo,0,0,0,0
2021-05-07,Madrid,20,0,150,15
2021-05-07,Melilla,0,0,0,0
2021-05-07,Murcia,0,78,4,1
2021-05-07,Málaga,1,0,11,1
2021-05-07,Navarra,0,0,11,1
2021-05-07,Ourense,0,0,0,0
2021-05-07,Palencia,1,22,4,0
2021-05-07,"Palmas, Las",2,72,3,0
2021-05-07,Pontevedra,0,0,10,1
2021-05-07,"Rioja, La",0,0,5,0
2021-05-07,Salamanca,1,17,4,0
2021-05-07,Santa Cruz de Tenerife,1,47,3,0
2021-05-07,Segovia,0,16,1,0
2021-05-07,Sevilla,3,0,26,3
2021-05-07,Soria,0,14,3,0
2021-05-07,Tarragona,2,0,2,0
2021-05-07,Teruel,0,11,1,0
2021-05-07,Toledo,1,0,6,1
2021-05-07,Valencia/València,0,81,2,0
2021-05-07,Valladolid,1,35,8,2
2021-05-07,Zamora,0,9,4,1
2021-05-07,Zaragoza,2,239,22,5
2021-05-07,Ávila,0,15,2,1
2021-05-08,Albacete,0,0,1,0
2021-05-08,Alicante/Alacant,0,33,3,0
2021-05-08,Almería,1,0,6,3
2021-05-08,Araba/Álava,0,31,0,0
2021-05-08,Asturias,3,51,2,0
2021-05-08,Badajoz,0,22,3,1
2021-05-08,"Balears, Illes",0,0,2,0
2021-05-08,Barcelona,4,0,23,5
2021-05-08,Bizkaia,4,236,15,1
2021-05-08,Burgos,0,81,5,0
2021-05-08,Cantabria,0,0,10,5
2021-05-08,Castellón/Castelló,2,27,0,0
2021-05-08,Ceuta,2,0,0,0
2021-05-08,Ciudad Real,0,0,2,0
2021-05-08,"Coruña, A",0,0,5,0
2021-05-08,Cuenca,0,0,0,0
2021-05-08,Cáceres,0,30,1,1
2021-05-08,Cádiz,1,0,6,0
2021-05-08,Córdoba,1,0,5,0
2021-05-08,Gipuzkoa,2,168,0,0
2021-05-08,Girona,3,0,0,0
2021-05-08,Granada,0,0,19,4
2021-05-08,Guadalajara,0,0,0,0
2021-05-08,Huelva,0,0,1,0
2021-05-08,Huesca,1,15,1,0
2021-05-08,Jaén,2,0,5,5
2021-05-08,León,0,57,3,0
2021-05-08,Lleida,0,0,0,0
2021-05-08,Lugo,0,0,3,0
2021-05-08,Madrid,7,0,84,8
2021-05-08,Melilla,1,0,1,0
2021-05-08,Murcia,0,46,4,2
2021-05-08,Málaga,0,0,9,1
2021-05-08,Navarra,1,0,5,1
2021-05-08,Ourense,0,0,1,0
2021-05-08,Palencia,0,30,0,0
2021-05-08,"Palmas, Las",0,39,7,0
2021-05-08,Pontevedra,0,0,2,1
2021-05-08,"Rioja, La",0,0,2,1
2021-05-08,Salamanca,0,21,1,0
2021-05-08,Santa Cruz de Tenerife,1,73,5,1
2021-05-08,Segovia,0,19,0,0
2021-05-08,Sevilla,3,0,25,5
2021-05-08,Soria,0,11,0,0
2021-05-08,Tarragona,1,0,0,0
2021-05-08,Teruel,0,3,0,1
2021-05-08,Toledo,2,0,8,1
2021-05-08,Valencia/València,0,67,2,0
2021-05-08,Valladolid,0,57,6,0
2021-05-08,Zamora,1,36,2,0
2021-05-08,Zaragoza,2,146,12,0
2021-05-08,Ávila,0,11,0,0
2021-05-09,Albacete,0,0,3,0
2021-05-09,Alicante/Alacant,0,45,1,0
2021-05-09,Almería,1,0,6,0
2021-05-09,Araba/Álava,0,30,0,0
2021-05-09,Asturias,0,35,3,0
2021-05-09,Badajoz,0,13,4,1
2021-05-09,"Balears, Illes",2,0,1,0
2021-05-09,Barcelona,4,0,28,4
2021-05-09,Bizkaia,1,175,6,0
2021-05-09,Burgos,0,38,7,1
2021-05-09,Cantabria,0,0,3,1
2021-05-09,Castellón/Castelló,1,19,2,0
2021-05-09,Ceuta,0,0,0,0
2021-05-09,Ciudad Real,0,0,3,0
2021-05-09,"Coruña, A",0,0,3,1
2021-05-09,Cuenca,0,0,2,0
2021-05-09,Cáceres,0,18,1,0
2021-05-09,Cádiz,1,0,4,0
2021-05-09,Córdoba,1,0,13,3
2021-05-09,Gipuzkoa,0,149,0,0
2021-05-09,Girona,1,0,0,0
2021-05-09,Granada,1,0,9,2
2021-05-09,Guadalajara,1,0,0,0
2021-05-09,Huelva,1,0,3,0
2021-05-09,Huesca,0,17,3,0
2021-05-09,Jaén,0,0,6,0
2021-05-09,León,0,21,6,1
2021-05-09,Lleida,0,0,0,0
2021-05-09,Lugo,0,0,0,0
2021-05-09,Madrid,4,0,96,7
2021-05-09,Melilla,0,0,4,0
2021-05-09,Murcia,1,21,7,1
2021-05-09,Málaga,2,0,9,0
2021-05-09,Navarra,1,0,7,1
2021-05-09,Ourense,0,0,2,0
2021-05-09,Palencia,0,14,2,0
2021-05-09,"Palmas, Las",1,30,3,0
2021-05-09,Pontevedra,0,0,4,1
2021-05-09,"Rioja, La",1,0,6,0
2021-05-09,Salamanca,0,20,2,0
2021-05-09,Santa Cruz de Tenerife,2,50,2,1
2021-05-09,Segovia,1,7,1,0
2021-05-09,Sevilla,4,0,20,3
2021-05-09,Soria,0,11,0,0
2021-05-09,Tarragona,1,0,2,0
2021-05-09,Teruel,0,4,2,1
2021-05-09,Toledo,1,0,9,0
2021-05-09,Valencia/València,0,55,3,2
2021-05-09,Valladolid,2,21,6,0
2021-05-09,Zamora,0,6,3,0
2021-05-09,Zaragoza,5,62,10,1
2021-05-09,Ávila,1,3,1,0
2021-05-10,Albacete,0,0,0,0
2021-05-10,Alicante/Alacant,0,14,0,0
2021-05-10,Almería,3,0,2,1
2021-05-10,Araba/Álava,0,32,0,0
2021-05-10,Asturias,1,53,5,2
2021-05-10,Badajoz,0,33,4,0
2021-05-10,"Balears, Illes",0,0,3,0
2021-05-10,Barcelona,1,0,43,1
2021-05-10,Bizkaia,4,265,10,0
2021-05-10,Burgos,0,33,6,1
2021-05-10,Cantabria,0,0,9,2
2021-05-10,Castellón/Castelló,0,8,2,0
2021-05-10,Ceuta,0,1,0,0
2021-05-10,Ciudad Real,1,0,2,1
2021-05-10,"Coruña, A",0,0,9,0
2021-05-10,Cuenca,1,0,3,0
2021-05-10,Cáceres,0,20,3,0
2021-05-10,Cádiz,1,0,4,1
2021-05-10,Córdoba,0,0,4,0
2021-05-10,Gipuzkoa,0,163,1,0
2021-05-10,Girona,0,0,1,0
2021-05-10,Granada,5,0,15,1
2021-05-10,Guadalajara,2,0,0,0
2021-05-10,Huelva,1,0,6,0
2021-05-10,Huesca,2,31,1,0
2021-05-10,Jaén,0,0,7,2
2021-05-10,León,1,17,5,0
2021-05-10,Lleida,0,0,1,0
2021-05-10,Lugo,0,0,2,0
2021-05-10,Madrid,14,0,130,12
2021-05-10,Melilla,1,0,0,0
2021-05-10,Murcia,0,64,5,1
2021-05-10,Málaga,0,0,9,1
2021-05-10,Navarra,1,0,5,1
2021-05-10,Ourense,1,0,1,0
2021-05-10,Palencia,1,6,2,0
2021-05-10,"Palmas, Las",0,32,3,2
2021-05-10,Pontevedra,0,0,9,0
2021-05-10,"Rioja, La",1,0,8,0
2021-05-10,Salamanca,0,7,5,0
2021-05-10,Santa Cruz de Tenerife,0,79,2,0
2021-05-10,Segovia,0,17,2,2
2021-05-10,Sevilla,3,0,21,5
2021-05-10,Soria,0,4,1,0
2021-05-10,Tarragona,0,0,3,0
2021-05-10,Teruel,0,6,0,0
2021-05-10,Toledo,3,0,14,0
2021-05-10,Valencia/València,0,18,4,1
2021-05-10,Valladolid,1,29,8,0
2021-05-10,Zamora,0,4,1,0
2021-05-10,Zaragoza,1,115,16,2
2021-05-10,Ávila,0,1,0,0
2021-05-11,Albacete,0,0,2,0
2021-05-11,Alicante/Alacant,0,22,4,0
2021-05-11,Almería,1,0,8,2
2021-05-11,Araba/Álava,1,29,0,1
2021-05-11,Asturias,0,44,2,0
2021-05-11,Badajoz,0,55,2,0
2021-05-11,"Balears, Illes",0,0,3,0
2021-05-11,Barcelona,7,0,26,3
2021-05-11,Bizkaia,6,298,16,0
2021-05-11,Burgos,0,86,4,1
2021-05-11,Cantabria,0,0,6,2
2021-05-11,Castellón/Castelló,0,23,2,0
2021-05-11,Ceuta,0,0,0,0
