date,province,num_def,new_cases,num_hosp,num_uci
2021-05-21,Málaga,1,0,9,0
2021-05-21,Navarra,0,0,3,0
2021-05-21,Ourense,0,0,1,1
2021-05-21,Palencia,0,21,2,0
2021-05-21,"Palmas, Las",0,51,2,1
2021-05-21,Pontevedra,0,0,3,0
2021-05-21,"Rioja, La",1,0,4,0
2021-05-21,Salamanca,0,23,2,0
2021-05-21,Santa Cruz de Tenerife,0,84,8,0
2021-05-21,Segovia,0,17,1,0
2021-05-21,Sevilla,2,0,27,6
2021-05-21,Soria,0,9,0,0
2021-05-21,Tarragona,0,0,1,0
2021-05-21,Teruel,0,4,0,0
2021-05-21,Toledo,0,0,3,1
2021-05-21,Valencia/València,1,74,7,0
2021-05-21,Valladolid,0,72,3,2
2021-05-21,Zamora,0,8,1,0
2021-05-21,Zaragoza,2,165,13,3
2021-05-21,Ávila,0,20,1,1
2021-05-22,Albacete,0,0,0,0
2021-05-22,Alicante/Alacant,0,47,1,0
2021-05-22,Almería,0,0,5,0
2021-05-22,Araba/Álava,1,27,0,0
2021-05-22,Asturias,1,55,5,2
2021-05-22,Badajoz,1,30,3,0
2021-05-22,"Balears, Illes",0,0,1,0
2021-05-22,Barcelona,0,0,14,4
2021-05-22,Bizkaia,1,149,0,0
2021-05-22,Burgos,0,64,3,0
2021-05-22,Cantabria,0,0,5,0
2021-05-22,Castellón/Castelló,0,15,0,0
2021-05-22,Ceuta,0,0,0,0
2021-05-22,Ciudad Real,0,0,3,0
2021-05-22,"Coruña, A",0,0,3,0
2021-05-22,Cuenca,0,0,0,0
2021-05-22,Cáceres,0,15,0,0
2021-05-22,Cádiz,0,0,4,0
2021-05-22,Córdoba,1,0,2,0
2021-05-22,Gipuzkoa,0,78,0,0
2021-05-22,Girona,1,0,1,0
2021-05-22,Granada,1,0,13,2
2021-05-22,Guadalajara,0,0,0,0
2021-05-22,Huelva,0,0,4,0
2021-05-22,Huesca,0,12,1,0
2021-05-22,Jaén,0,0,3,1
2021-05-22,León,0,38,3,1
2021-05-22,Lleida,0,0,1,0
2021-05-22,Lugo,0,0,0,0
2021-05-22,Madrid,11,0,53,7
2021-05-22,Melilla,0,0,2,1
2021-05-22,Murcia,1,47,4,1
2021-05-22,Málaga,0,0,6,0
2021-05-22,Navarra,0,0,2,0
2021-05-22,Ourense,0,0,0,0
2021-05-22,Palencia,0,27,2,0
2021-05-22,"Palmas, Las",0,38,5,1
2021-05-22,Pontevedra,1,0,3,0
2021-05-22,"Rioja, La",0,0,4,0
2021-05-22,Salamanca,0,27,0,0
2021-05-22,Santa Cruz de Tenerife,0,40,5,0
2021-05-22,Segovia,0,23,0,0
2021-05-22,Sevilla,2,0,21,1
2021-05-22,Soria,0,5,0,0
2021-05-22,Tarragona,1,0,3,0
2021-05-22,Teruel,0,1,0,0
2021-05-22,Toledo,1,0,5,0
2021-05-22,Valencia/València,1,65,4,0
2021-05-22,Valladolid,0,82,4,1
2021-05-22,Zamora,0,6,0,0
2021-05-22,Zaragoza,3,123,5,0
2021-05-22,Ávila,0,12,1,0
2021-05-23,Albacete,0,0,2,0
2021-05-23,Alicante/Alacant,0,0,1,0
2021-05-23,Almería,1,0,2,0
2021-05-23,Araba/Álava,0,25,0,0
2021-05-23,Asturias,0,29,5,0
2021-05-23,Badajoz,0,23,3,2
2021-05-23,"Balears, Illes",0,0,0,0
2021-05-23,Barcelona,1,0,7,1
2021-05-23,Bizkaia,2,125,1,0
2021-05-23,Burgos,1,31,1,1
2021-05-23,Cantabria,0,0,2,1
2021-05-23,Castellón/Castelló,0,0,0,0
2021-05-23,Ceuta,0,0,0,0
2021-05-23,Ciudad Real,0,0,2,0
2021-05-23,"Coruña, A",0,0,3,1
2021-05-23,Cuenca,0,0,0,0
2021-05-23,Cáceres,0,6,0,0
2021-05-23,Cádiz,1,0,4,0
2021-05-23,Córdoba,0,0,5,1
2021-05-23,Gipuzkoa,0,88,0,0
2021-05-23,Girona,0,0,0,0
2021-05-23,Granada,2,0,11,0
2021-05-23,Guadalajara,0,0,0,0
2021-05-23,Huelva,2,0,4,1
2021-05-23,Huesca,0,4,2,0
2021-05-23,Jaén,0,0,6,1
2021-05-23,León,0,18,1,1
2021-05-23,Lleida,0,0,0,0
2021-05-23,Lugo,0,0,1,0
2021-05-23,Madrid,10,0,50,7
2021-05-23,Melilla,0,0,0,0
2021-05-23,Murcia,2,18,6,2
2021-05-23,Málaga,1,0,8,1
2021-05-23,Navarra,0,0,2,1
2021-05-23,Ourense,0,0,3,1
2021-05-23,Palencia,3,8,0,0
2021-05-23,"Palmas, Las",0,43,2,1
2021-05-23,Pontevedra,0,0,4,1
2021-05-23,"Rioja, La",1,0,2,0
2021-05-23,Salamanca,0,9,0,0
2021-05-23,Santa Cruz de Tenerife,1,53,3,1
2021-05-23,Segovia,0,11,1,0
2021-05-23,Sevilla,1,0,15,1
2021-05-23,Soria,0,4,1,0
2021-05-23,Tarragona,0,0,0,0
2021-05-23,Teruel,0,3,0,0
2021-05-23,Toledo,0,0,3,1
2021-05-23,Valencia/València,0,0,0,0
2021-05-23,Valladolid,0,41,6,1
2021-05-23,Zamora,0,6,0,1
2021-05-23,Zaragoza,0,62,7,1
2021-05-23,Ávila,0,15,1,1
2021-05-24,Albacete,0,0,2,1
2021-05-24,Alicante/Alacant,0,46,1,0
2021-05-24,Almería,2,0,2,1
2021-05-24,Araba/Álava,1,19,0,0
2021-05-24,Asturias,0,36,5,0
2021-05-24,Badajoz,0,65,1,0
2021-05-24,"Balears, Illes",0,0,4,0
2021-05-24,Barcelona,2,0,16,6
2021-05-24,Bizkaia,1,160,0,0
2021-05-24,Burgos,1,26,5,0
2021-05-24,Cantabria,0,0,1,0
2021-05-24,Castellón/Castelló,0,20,2,0
2021-05-24,Ceuta,0,0,1,0
2021-05-24,Ciudad Real,0,0,4,1
2021-05-24,"Coruña, A",0,0,8,1
2021-05-24,Cuenca,0,0,1,1
2021-05-24,Cáceres,1,11,0,0
2021-05-24,Cádiz,0,0,7,0
2021-05-24,Córdoba,1,0,4,0
2021-05-24,Gipuzkoa,1,91,0,0
2021-05-24,Girona,0,0,1,0
2021-05-24,Granada,0,0,14,1
2021-05-24,Guadalajara,0,0,0,0
2021-05-24,Huelva,0,0,6,0
2021-05-24,Huesca,0,17,1,0
2021-05-24,Jaén,0,0,2,0
2021-05-24,León,0,6,0,0
2021-05-24,Lleida,0,0,1,0
2021-05-24,Lugo,0,0,2,0
2021-05-24,Madrid,10,0,93,5
2021-05-24,Melilla,0,0,2,0
2021-05-24,Murcia,0,108,7,1
2021-05-24,Málaga,0,0,15,1
2021-05-24,Navarra,0,0,0,0
2021-05-24,Ourense,0,0,4,1
2021-05-24,Palencia,0,25,4,0
2021-05-24,"Palmas, Las",0,48,2,0
2021-05-24,Pontevedra,1,0,3,0
2021-05-24,"Rioja, La",0,0,0,0
2021-05-24,Salamanca,0,11,2,0
2021-05-24,Santa Cruz de Tenerife,0,52,3,1
2021-05-24,Segovia,0,2,1,0
2021-05-24,Sevilla,3,0,24,1
2021-05-24,Soria,0,3,1,0
2021-05-24,Tarragona,1,0,0,0
2021-05-24,Teruel,0,6,0,0
2021-05-24,Toledo,1,0,2,1
2021-05-24,Valencia/València,0,75,7,0
2021-05-24,Valladolid,0,29,3,0
2021-05-24,Zamora,0,5,2,0
2021-05-24,Zaragoza,1,100,19,7
2021-05-24,Ávila,0,12,3,1
2021-05-25,Albacete,0,0,2,1
2021-05-25,Alicante/Alacant,0,28,1,0
2021-05-25,Almería,0,0,8,3
2021-05-25,Araba/Álava,0,29,0,0
2021-05-25,Asturias,0,67,7,1
2021-05-25,Badajoz,0,48,1,0
2021-05-25,"Balears, Illes",0,0,1,0
2021-05-25,Barcelona,0,0,16,1
2021-05-25,Bizkaia,1,228,0,0
2021-05-25,Burgos,0,50,3,0
2021-05-25,Cantabria,0,0,2,1
2021-05-25,Castellón/Castelló,0,29,4,0
2021-05-25,Ceuta,0,3,0,0
2021-05-25,Ciudad Real,0,0,1,0
2021-05-25,"Coruña, A",0,0,5,2
2021-05-25,Cuenca,0,0,0,0
2021-05-25,Cáceres,0,25,1,0
2021-05-25,Cádiz,0,0,3,0
2021-05-25,Córdoba,0,0,4,2
2021-05-25,Gipuzkoa,2,121,0,0
2021-05-25,Girona,0,0,1,0
2021-05-25,Granada,1,0,16,0
2021-05-25,Guadalajara,0,0,0,0
2021-05-25,Huelva,0,0,3,0
2021-05-25,Huesca,0,20,1,1
2021-05-25,Jaén,0,0,5,2
2021-05-25,León,0,35,0,0
2021-05-25,Lleida,0,0,0,0
2021-05-25,Lugo,0,0,1,0
2021-05-25,Madrid,7,0,77,5
2021-05-25,Melilla,0,0,0,0
2021-05-25,Murcia,2,81,5,1
2021-05-25,Málaga,0,0,11,1
2021-05-25,Navarra,1,0,4,0
2021-05-25,Ourense,0,0,1,1
2021-05-25,Palencia,0,14,1,0
2021-05-25,"Palmas, Las",0,62,3,0
2021-05-25,Pontevedra,1,0,4,0
2021-05-25,"Rioja, La",0,0,4,0
2021-05-25,Salamanca,0,17,0,0
2021-05-25,Santa Cruz de Tenerife,0,46,3,0
2021-05-25,Segovia,0,24,0,0
2021-05-25,Sevilla,1,0,17,0
2021-05-25,Soria,0,5,1,0
2021-05-25,Tarragona,0,0,0,0
2021-05-25,Teruel,0,7,0,0
2021-05-25,Toledo,0,0,4,0
2021-05-25,Valencia/València,1,63,10,1
2021-05-25,Valladolid,0,83,5,1
2021-05-25,Zamora,0,6,2,0
2021-05-25,Zaragoza,2,137,6,2
2021-05-25,Ávila,0,17,1,1
2021-05-26,Albacete,0,0,2,0
2021-05-26,Alicante/Alacant,0,52,2,0
2021-05-26,Almería,0,0,2,1
2021-05-26,Araba/Álava,2,46,0,0
2021-05-26,Asturias,0,32,2,1
2021-05-26,Badajoz,0,43,1,0
2021-05-26,"Balears, Illes",0,0,0,0
2021-05-26,Barcelona,0,0,9,1
2021-05-26,Bizkaia,6,194,0,0
2021-05-26,Burgos,0,41,5,2
2021-05-26,Cantabria,1,0,3,2
2021-05-26,Castellón/Castelló,1,33,1,0
2021-05-26,Ceuta,0,4,1,0
2021-05-26,Ciudad Real,0,0,1,0
2021-05-26,"Coruña, A",0,0,5,0
2021-05-26,Cuenca,0,0,0,0
2021-05-26,Cáceres,0,9,0,0
2021-05-26,Cádiz,1,0,7,0
2021-05-26,Córdoba,0,0,3,0
2021-05-26,Gipuzkoa,2,117,0,0
2021-05-26,Girona,0,0,1,0
2021-05-26,Granada,1,0,15,4
2021-05-26,Guadalajara,0,0,0,0
2021-05-26,Huelva,1,0,1,0
2021-05-26,Huesca,0,19,1,0
2021-05-26,Jaén,0,0,10,1
2021-05-26,León,0,44,3,0
2021-05-26,Lleida,0,0,0,0
2021-05-26,Lugo,0,0,1,2
2021-05-26,Madrid,4,0,54,8
2021-05-26,Melilla,0,0,4,0
2021-05-26,Murcia,0,77,10,1
2021-05-26,Málaga,1,0,10,1
2021-05-26,Navarra,0,0,0,0
2021-05-26,Ourense,0,0,0,0
2021-05-26,Palencia,1,27,3,1
2021-05-26,"Palmas, Las",0,54,5,0
2021-05-26,Pontevedra,0,0,4,0
2021-05-26,"Rioja, La",0,0,7,1
2021-05-26,Salamanca,0,15,2,0
2021-05-26,Santa Cruz de Tenerife,1,82,4,0
2021-05-26,Segovia,0,16,0,0
2021-05-26,Sevilla,0,0,29,4
2021-05-26,Soria,0,2,0,0
2021-05-26,Tarragona,1,0,0,0
2021-05-26,Teruel,0,14,2,0
2021-05-26,Toledo,0,0,6,2
2021-05-26,Valencia/València,0,107,6,1
2021-05-26,Valladolid,0,83,6,2
2021-05-26,Zamora,0,12,0,0
2021-05-26,Zaragoza,1,115,11,1
2021-05-26,Ávila,2,18,2,0
2021-05-27,Albacete,1,0,1,1
2021-05-27,Alicante/Alacant,0,61,4,1
2021-05-27,Almería,1,0,2,0
2021-05-27,Araba/Álava,0,45,0,0
2021-05-27,Asturias,0,58,8,1
2021-05-27,Badajoz,0,35,0,0
2021-05-27,"Balears, Illes",0,0,0,0
2021-05-27,Barcelona,0,0,9,1
2021-05-27,Bizkaia,0,171,0,0
2021-05-27,Burgos,0,56,3,0
2021-05-27,Cantabria,0,0,1,2
2021-05-27,Castellón/Castelló,0,34,4,1
2021-05-27,Ceuta,0,0,1,0
2021-05-27,Ciudad Real,0,0,2,0
2021-05-27,"Coruña, A",0,0,3,1
2021-05-27,Cuenca,0,0,0,0
2021-05-27,Cáceres,0,9,2,1
2021-05-27,Cádiz,0,0,4,1
2021-05-27,Córdoba,0,0,4,1
2021-05-27,Gipuzkoa,1,138,0,0
2021-05-27,Girona,0,0,0,0
2021-05-27,Granada,1,0,12,1
2021-05-27,Guadalajara,1,0,1,0
2021-05-27,Huelva,0,0,2,0
2021-05-27,Huesca,0,30,1,1
2021-05-27,Jaén,0,0,12,2
2021-05-27,León,0,42,4,0
2021-05-27,Lleida,0,0,1,0
2021-05-27,Lugo,1,0,0,0
2021-05-27,Madrid,4,0,59,6
2021-05-27,Melilla,0,0,0,0
2021-05-27,Murcia,0,110,6,0
2021-05-27,Málaga,0,0,9,0
2021-05-27,Navarra,0,0,3,0
2021-05-27,Ourense,0,0,1,0
2021-05-27,Palencia,0,25,4,0
2021-05-27,"Palmas, Las",0,45,2,0
2021-05-27,Pontevedra,1,0,1,0
2021-05-27,"Rioja, La",0,0,5,1
2021-05-27,Salamanca,0,11,0,0
2021-05-27,Santa Cruz de Tenerife,0,68,1,0
2021-05-27,Segovia,0,9,1,0
2021-05-27,Sevilla,1,0,20,1
2021-05-27,Soria,0,11,0,0
2021-05-27,Tarragona,0,0,0,0
2021-05-27,Teruel,0,4,1,0
2021-05-27,Toledo,0,0,4,0
2021-05-27,Valencia/València,0,115,5,1
2021-05-27,Valladolid,0,60,2,0
2021-05-27,Zamora,0,10,0,0
2021-05-27,Zaragoza,0,113,10,0
2021-05-27,Ávila,0,11,0,0
2021-05-28,Albacete,0,0,0,0
2021-05-28,Alicante/Alacant,0,52,0,0
2021-05-28,Almería,1,0,1,0
2021-05-28,Araba/Álava,0,45,0,0
2021-05-28,Asturias,0,71,9,1
2021-05-28,Badajoz,0,32,0,0
2021-05-28,"Balears, Illes",0,0,2,1
2021-05-28,Barcelona,1,0,15,0
2021-05-28,Bizkaia,0,204,0,0
2021-05-28,Burgos,0,57,4,0
2021-05-28,Cantabria,0,0,1,0
2021-05-28,Castellón/Castelló,0,31,2,0
2021-05-28,Ceuta,0,0,0,0
2021-05-28,Ciudad Real,0,0,3,0
2021-05-28,"Coruña, A",0,0,3,2
2021-05-28,Cuenca,0,0,0,0
2021-05-28,Cáceres,0,19,2,0
2021-05-28,Cádiz,0,0,3,0
2021-05-28,Córdoba,0,0,5,0
2021-05-28,Gipuzkoa,1,133,0,0
2021-05-28,Girona,0,0,1,0
2021-05-28,Granada,1,0,15,1
2021-05-28,Guadalajara,0,0,0,0
2021-05-28,Huelva,0,0,3,0
2021-05-28,Huesca,0,29,2,0
2021-05-28,Jaén,0,0,6,0
2021-05-28,León,0,52,3,0
2021-05-28,Lleida,0,0,0,0
2021-05-28,Lugo,0,0,1,0
2021-05-28,Madrid,2,0,65,5
2021-05-28,Melilla,0,0,3,0
2021-05-28,Murcia,0,74,7,1
2021-05-28,Málaga,0,0,7,0
2021-05-28,Navarra,0,0,4,0
2021-05-28,Ourense,0,0,1,0
2021-05-28,Palencia,0,23,3,0
2021-05-28,"Palmas, Las",0,44,1,0
2021-05-28,Pontevedra,0,0,3,0
2021-05-28,"Rioja, La",0,0,4,0
2021-05-28,Salamanca,1,16,0,0
2021-05-28,Santa Cruz de Tenerife,0,62,3,0
2021-05-28,Segovia,0,10,0,0
2021-05-28,Sevilla,1,0,7,0
2021-05-28,Soria,0,7,2,0
2021-05-28,Tarragona,1,0,0,0
2021-05-28,Teruel,0,6,2,0
2021-05-28,Toledo,1,0,5,0
2021-05-28,Valencia/València,0,72,8,0
2021-05-28,Valladolid,0,86,6,1
2021-05-28,Zamora,1,14,1,0
2021-05-28,Zaragoza,1,140,12,0
2021-05-28,Ávila,0,8,0,0
2021-05-29,Albacete,0,0,0,0
2021-05-29,Alicante/Alacant,0,0,1,0
2021-05-29,Almería,1,0,2,0
2021-05-29,Araba/Álava,1,47,0,0
2021-05-29,Asturias,0,67,7,1
2021-05-29,Badajoz,0,32,3,0
2021-05-29,"Balears, Illes",0,0,3,0
2021-05-29,Barcelona,0,0,7,0
2021-05-29,Bizkaia,2,165,1,0
2021-05-29,Burgos,0,53,1,0
2021-05-29,Cantabria,0,0,1,0
2021-05-29,Castellón/Castelló,0,0,3,0
2021-05-29,Ceuta,1,0,0,0
2021-05-29,Ciudad Real,0,0,0,0
2021-05-29,"Coruña, A",0,0,5,1
2021-05-29,Cuenca,0,0,0,0
2021-05-29,Cáceres,0,12,0,0
2021-05-29,Cádiz,0,0,3,0
2021-05-29,Córdoba,0,0,4,0
2021-05-29,Gipuzkoa,0,93,0,0
2021-05-29,Girona,0,0,1,1
2021-05-29,Granada,0,0,8,1
2021-05-29,Guadalajara,0,0,0,0
2021-05-29,Huelva,0,0,1,0
2021-05-29,Huesca,0,24,2,0
2021-05-29,Jaén,0,0,2,0
2021-05-29,León,0,40,1,0
2021-05-29,Lleida,0,0,0,0
2021-05-29,Lugo,0,0,0,0
2021-05-29,Madrid,3,0,37,5
2021-05-29,Melilla,0,0,0,0
2021-05-29,Murcia,0,49,3,0
2021-05-29,Málaga,0,0,10,0
2021-05-29,Navarra,3,0,1,0
2021-05-29,Ourense,0,0,1,0
2021-05-29,Palencia,0,28,0,0
2021-05-29,"Palmas, Las",0,27,4,0
2021-05-29,Pontevedra,0,0,5,0
2021-05-29,"Rioja, La",0,0,3,0
2021-05-29,Salamanca,0,23,0,0
2021-05-29,Santa Cruz de Tenerife,0,44,0,0
2021-05-29,Segovia,0,15,0,0
2021-05-29,Sevilla,1,0,9,0
2021-05-29,Soria,0,7,0,0
2021-05-29,Tarragona,0,0,0,0
2021-05-29,Teruel,0,6,0,0
2021-05-29,Toledo,0,0,2,0
2021-05-29,Valencia/València,0,0,4,0
2021-05-29,Valladolid,0,86,4,0
2021-05-29,Zamora,0,21,0,0
2021-05-29,Zaragoza,0,76,8,1
2021-05-29,Ávila,0,9,0,0
2021-05-30,Albacete,0,0,1,0
2021-05-30,Alicante/Alacant,0,0,2,0
2021-05-30,Almería,0,0,4,0
2021-05-30,Araba/Álava,0,32,0,0
2021-05-30,Asturias,0,28,4,1
2021-05-30,Badajoz,1,28,0,1
2021-05-30,"Balears, Illes",0,0,2,1
2021-05-30,Barcelona,0,0,10,1
2021-05-30,Bizkaia,3,129,0,0
2021-05-30,Burgos,0,26,0,0
2021-05-30,Cantabria,1,0,2,0
2021-05-30,Castellón/Castelló,0,0,2,2
2021-05-30,Ceuta,0,1,0,0
2021-05-30,Ciudad Real,0,0,3,0
2021-05-30,"Coruña, A",1,0,5,0
2021-05-30,Cuenca,0,0,0,0
2021-05-30,Cáceres,1,15,0,0
2021-05-30,Cádiz,1,0,2,0
2021-05-30,Córdoba,1,0,4,1
2021-05-30,Gipuzkoa,1,88,0,0
2021-05-30,Girona,0,0,2,0
2021-05-30,Granada,0,0,6,2
2021-05-30,Guadalajara,1,0,0,0
2021-05-30,Huelva,0,0,4,0
2021-05-30,Huesca,0,4,2,0
2021-05-30,Jaén,0,0,5,0
2021-05-30,León,0,25,2,0
2021-05-30,Lleida,0,0,0,0
2021-05-30,Lugo,0,0,3,0
2021-05-30,Madrid,7,0,35,1
2021-05-30,Melilla,0,0,1,0
2021-05-30,Murcia,0,8,3,0
2021-05-30,Málaga,0,0,7,0
2021-05-30,Navarra,1,0,1,1
2021-05-30,Ourense,0,0,2,0
2021-05-30,Palencia,0,7,0,0
2021-05-30,"Palmas, Las",0,30,1,0
2021-05-30,Pontevedra,0,0,1,2
2021-05-30,"Rioja, La",0,0,2,0
2021-05-30,Salamanca,0,17,1,0
2021-05-30,Santa Cruz de Tenerife,1,54,3,2
2021-05-30,Segovia,0,9,0,0
2021-05-30,Sevilla,1,0,8,0
2021-05-30,Soria,0,2,0,0
2021-05-30,Tarragona,0,0,2,0
2021-05-30,Teruel,0,3,0,0
2021-05-30,Toledo,1,0,4,0
2021-05-30,Valencia/València,0,0,1,1
2021-05-30,Valladolid,0,38,1,1
2021-05-30,Zamora,0,1,0,0
2021-05-30,Zaragoza,0,41,9,1
2021-05-30,Ávila,0,8,0,0
2021-05-31,Albacete,0,0,1,0
2021-05-31,Alicante/Alacant,0,66,2,0
2021-05-31,Almería,0,0,0,0
2021-05-31,Araba/Álava,0,31,0,0
2021-05-31,Asturias,0,77,6,2
2021-05-31,Badajoz,0,65,0,0
2021-05-31,"Balears, Illes",0,0,3,0
2021-05-31,Barcelona,0,0,12,0
2021-05-31,Bizkaia,2,169,0,0
2021-05-31,Burgos,0,18,1,0
2021-05-31,Cantabria,0,0,5,0
2021-05-31,Castellón/Castelló,0,26,0,0
2021-05-31,Ceuta,0,5,0,0
2021-05-31,Ciudad Real,0,0,0,0
2021-05-31,"Coruña, A",0,0,4,1
2021-05-31,Cuenca,0,0,0,0
2021-05-31,Cáceres,0,16,1,0
2021-05-31,Cádiz,0,0,5,0
2021-05-31,Córdoba,0,0,5,1
2021-05-31,Gipuzkoa,0,136,0,0
2021-05-31,Girona,0,0,0,0
2021-05-31,Granada,2,0,9,1
2021-05-31,Guadalajara,0,0,1,0
2021-05-31,Huelva,0,0,5,1
2021-05-31,Huesca,0,23,2,0
2021-05-31,Jaén,0,0,10,4
2021-05-31,León,0,12,2,0
2021-05-31,Lleida,0,0,0,0
2021-05-31,Lugo,0,0,1,0
2021-05-31,Madrid,4,0,30,5
2021-05-31,Melilla,0,0,1,0
2021-05-31,Murcia,0,64,7,0
2021-05-31,Málaga,1,0,12,2
2021-05-31,Navarra,0,0,3,0
2021-05-31,Ourense,0,0,1,0
2021-05-31,Palencia,0,12,1,0
2021-05-31,"Palmas, Las",1,29,1,0
2021-05-31,Pontevedra,2,0,5,0
2021-05-31,"Rioja, La",0,0,5,1
2021-05-31,Salamanca,0,7,3,0
2021-05-31,Santa Cruz de Tenerife,0,48,1,0
2021-05-31,Segovia,0,2,0,0
2021-05-31,Sevilla,2,0,12,1
2021-05-31,Soria,0,3,1,0
2021-05-31,Tarragona,1,0,0,0
2021-05-31,Teruel,0,10,1,0
2021-05-31,Toledo,0,0,2,0
2021-05-31,Valencia/València,0,91,2,0
2021-05-31,Valladolid,0,20,5,1
2021-05-31,Zamora,2,1,2,0
2021-05-31,Zaragoza,0,98,12,1
2021-05-31,Ávila,0,3,1,0
